model_name,country,country_code,language,data_source,PC1,PC2,PC1_rescaled,PC2_rescaled
gemini-2.5-flash,Libya,434.0,fr,Multilingual,0.007145442371922462,-0.24979360206117568,0.39293325069317964,-0.4121676993184929
gemini-3-pro-preview,Jordan,400.0,fr,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
deepseek-chat-v3.1,Yemen,887.0,fr,Multilingual,-3.1972627584379856,-0.10073312497512275,-5.4070455927727545,-0.17218033120994766
claude-3.7-sonnet,Qatar,634.0,fr,Multilingual,-1.2418288375153044,-2.2144543925925206,-1.867710195902701,-3.5752715720739583
mistral-medium-3.1,Jordan,400.0,fr,Multilingual,-0.7685719843981489,-2.0946090748915314,-1.0111152917606496,-3.3823206105753654
deepseek-chat-v3.1,Lebanon,422.0,fr,Multilingual,-1.7919847210605695,0.367757444877225,-2.863492345119631,0.5820894862523323
gemini-3-pro-preview,Yemen,887.0,fr,Multilingual,-2.7240059053208303,0.019112192725866464,-4.550450688630703,0.02077063028864501
qwq-32b,Tunisia,788.0,fr,Multilingual,-1.3979902573159357,2.310203058270494,-2.150362365741844,3.709426923815496
glm-4.6,Iraq,368.0,fr,Multilingual,-2.7814547039178583,-0.04967684689697346,-4.654433014091324,-0.08997972350412727
gemini-2.5-flash,Qatar,634.0,fr,Multilingual,-0.43136595486612705,0.02596941342734754,-0.40077237830768997,0.03181075561802954
gpt-5.1,Qatar,634.0,fr,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
deepseek-chat,Libya,434.0,fr,Multilingual,-2.308197850800703,0.0701684708040161,-3.7978381099492724,0.10297123799446593
claude-3.7-sonnet,Kuwait,414.0,fr,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
claude-sonnet-4.5,Egypt,818.0,fr,Multilingual,-1.235154015942938,-1.3610447298185147,-1.8556287688567177,-2.2012820150078083
llama-3.3-70b-instruct,Libya,434.0,fr,Multilingual,-2.191733969697533,0.1734908361430035,-3.587038485152535,0.26932024619023565
qwq-32b,Jordan,400.0,fr,Multilingual,-1.4337439754522256,0.19992953657838652,-2.2150765955685285,0.3118865538912023
claude-sonnet-4.5,Yemen,887.0,fr,Multilingual,-1.8248747501632632,-1.5842124128584913,-2.9230232977955066,-2.560581984702171
gemini-2.5-pro,Jordan,400.0,fr,Multilingual,0.0679367483129016,-0.23439910047928073,0.5029655144463518,-0.387382551771642
doubao-1-5-pro-32k-250115,Qatar,634.0,fr,Multilingual,-1.2418288375153044,-2.2144543925925206,-1.867710195902701,-3.5752715720739583
gemini-3-pro-preview,Libya,434.0,fr,Multilingual,-2.0721945983466035,-0.6854615631465995,-3.3706722230073525,-1.1135931166660251
claude-sonnet-4.5,Jordan,400.0,fr,Multilingual,-1.4614823601956999,-0.6232173878440576,-2.265283071954217,-1.0133799944289328
mistral-medium-3.1,Yemen,887.0,fr,Multilingual,-2.5454514514637583,-0.8053068808475886,-4.2272671271494024,-1.3065440781646178
mistral-nemo,Kuwait,414.0,fr,Multilingual,0.036942737761976166,-1.6012959115994887,0.44686635534917685,-2.5880864176751768
qwen3-max,Tunisia,788.0,fr,Multilingual,-1.5734835832592011,0.2510229276214765,-2.4680052856991543,0.3941469134705772
glm-4.6,Palestine,275.0,fr,Multilingual,-2.544201103254803,0.8257985047546315,-4.225003996891194,1.3195355926549568
gemini-3-pro-preview,Tunisia,788.0,fr,Multilingual,-1.5966641657325849,-0.2899747937668073,-2.5099621399759786,-0.4768594179645598
llama-3.2-3b-instruct,Qatar,634.0,fr,Multilingual,0.17046120541960574,1.058218548824776,0.6885347818094865,1.6937318636078893
gemini-2.5-pro,Palestine,275.0,fr,Multilingual,-0.8067866931449413,-0.38176428356591635,-1.0802839145923437,-0.6246404965411254
qwen3-max,Qatar,634.0,fr,Multilingual,-1.8936401444895314,-1.5098806367200546,-3.047488661526052,-2.4409078251192877
mistral-medium-3.1,Kuwait,414.0,fr,Multilingual,-1.2418288375153044,-2.2144543925925206,-1.867710195902701,-3.5752715720739583
gemma-3-4b-it,Yemen,887.0,fr,Multilingual,0.31849404648898183,-0.0648517863978984,0.9564742241450571,-0.11441137610061643
mistral-nemo,Qatar,634.0,fr,Multilingual,0.8294734766961337,-1.5818399996627022,1.881346992820002,-2.5567623994569506
gemini-3-pro-preview,Qatar,634.0,fr,Multilingual,-1.7771762633863617,-1.4065582713810671,-2.836689036729315,-2.274558816923518
llama-3.3-70b-instruct,Yemen,887.0,fr,Multilingual,-2.7814547039178583,-0.04967684689697346,-4.654433014091324,-0.08997972350412727
mistral-medium-3.1,Lebanon,422.0,fr,Multilingual,-1.8086691621313271,0.5959281225732755,-2.8936911834577024,0.9494442773429737
llama-3.2-3b-instruct,Jordan,400.0,fr,Multilingual,-0.3840699579108116,1.554781498242375,-0.3151666238185691,2.493198212170224
llama-3.2-3b-instruct,Tunisia,788.0,fr,Multilingual,0.8090002518516712,0.8176224721157854,1.844290455851525,1.3063721801064145
qwen3-max,Iraq,368.0,fr,Multilingual,-2.3604206467028943,1.0570409238023735,-3.892361370532239,1.6918358873218213
grok-4.1-fast,Palestine,275.0,fr,Multilingual,-2.526101635061083,-0.8409122647999057,-4.19224395946056,-1.3638687463278483
mistral-medium-3.1,Morocco,504.0,fr,Multilingual,-1.9557307172434335,-0.5821391978076118,-3.159872598210615,-0.9472441084702551
qwen3-max,Lebanon,422.0,fr,Multilingual,-2.812947602662824,1.9528095470573692,-4.711435160819712,3.134023370762365
glm-4.6,Tunisia,788.0,fr,Multilingual,-2.1820590614961954,0.15568814416684526,-3.569526901308114,0.24065791210862086
glm-4.6,Jordan,400.0,fr,Multilingual,-2.5454514514637583,-0.8053068808475886,-4.2272671271494024,-1.3065440781646178
gemma-3-4b-it,Tunisia,788.0,fr,Multilingual,1.676972716044447,0.6307164828109442,3.4153206160404492,1.0054535373256202
claude-sonnet-4.5,Morocco,504.0,fr,Multilingual,-1.0935113321760412,-1.3155726081208978,-1.5992555112386349,-2.1280718990746452
grok-4.1-fast,Algeria,12.0,fr,Multilingual,-2.308197850800703,0.0701684708040161,-3.7978381099492724,0.10297123799446593
gemini-2.5-pro,Libya,434.0,fr,Multilingual,-2.2968812550714626,-0.07295234495726043,-3.777355071679348,-0.1274532753811893
claude-3.7-sonnet,Yemen,887.0,fr,Multilingual,-2.0721945983466035,-0.6854615631465995,-3.3706722230073525,-1.1135931166660251
mistral-medium-3.1,Qatar,634.0,fr,Multilingual,-1.2418288375153044,-2.2144543925925206,-1.867710195902701,-3.5752715720739583
claude-3.7-sonnet,Libya,434.0,fr,Multilingual,-2.0721945983466035,-0.6854615631465995,-3.3706722230073525,-1.1135931166660251
deepseek-chat,Mali,466.0,en,Multilingual,-1.094960151053571,-1.1133207782737065,-1.6018778734069636,-1.8024464530206674
deepseek-chat,Mali,466.0,fr,Multilingual,-2.062519690145266,-0.7032642551227579,-3.3531606391629314,-1.1422554507476403
deepseek-chat,Ireland,372.0,en-native,Multilingual,2.106687071863944,1.2238422048901199,4.193103600073739,1.9603859498730931
deepseek-chat,Mexico,484.0,es,Multilingual,0.016440656397536585,-0.4347124957966422,0.4097575880795412,-0.709887118232594
deepseek-chat,Kyrgyzstan,417.0,en,Multilingual,-0.9111796945016624,-0.8820783592259643,-1.2692352470480088,-1.4301461583538027
deepseek-chat,Switzerland,756.0,de,Multilingual,0.3596229515948072,1.1493598453995628,1.030917542386601,1.8404693510932963
deepseek-chat,Libya,434.0,ar,Multilingual,-2.5454514514637583,-0.8053068808475886,-4.2272671271494024,-1.3065440781646178
deepseek-chat,Switzerland,756.0,en,Multilingual,2.9393544251829526,0.13891242891345124,5.700231509581144,0.2136490105506565
deepseek-chat,China,156.0,en,Multilingual,-0.20002637128473313,0.009638761693400347,0.017952267974633007,0.005518406326374559
deepseek-chat,Uruguay,858.0,en,Multilingual,1.483210682730775,0.09064862079044907,3.0646113357427027,0.135944279472623
deepseek-chat,Yemen,887.0,en,Multilingual,-1.8936401444895314,-1.5098806367200546,-3.047488661526052,-2.4409078251192877
deepseek-chat,Luxembourg,442.0,de,Multilingual,2.72513611394477,-0.47087868268198513,5.312496366240034,-0.7681146791179961
deepseek-chat,Belgium,56.0,en,Multilingual,1.4647435417414274,1.9875469748485006,3.0311858105519836,3.1899506295060864
deepseek-chat,Rwanda,646.0,fr,Multilingual,-1.1777806209646982,-1.2011932803172485,-1.751782923946104,-1.9439211813107702
deepseek-chat,Venezuela,862.0,es,Multilingual,-1.6573515701630925,0.623597552294734,-2.6198063419951976,0.9939920591945217
deepseek-chat,Australia,36.0,en-native,Multilingual,3.089750505418027,0.7737381300739588,5.972448414806629,1.2357183894190737
deepseek-chat,Egypt,818.0,ar,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
deepseek-chat,Rwanda,646.0,en-native,Multilingual,-1.2942445020678683,-1.3045156456562361,-1.9625825487428417,-2.11027018950654
deepseek-chat,Switzerland,756.0,fr,Multilingual,2.301500852973249,0.09915786395857422,4.54571654388158,0.1496441609733045
deepseek-chat,Mexico,484.0,en,Multilingual,-0.1503808300330867,-0.4223343738528882,0.10781069764011308,-0.6899583419031501
deepseek-chat,Puerto Rico,630.0,es,Multilingual,0.6548136238862866,-0.328370016759461,1.5652126592341786,-0.5386757269827323
deepseek-chat,China,156.0,zh-cn,Multilingual,-0.39967276506943267,-0.0014596206361969248,-0.3434077047756732,-0.012349989224277049
deepseek-chat,Colombia,170.0,en,Multilingual,-0.3283323003239444,-0.6758216525896842,-0.21428146358633937,-1.0980728606693917
deepseek-chat,Tunisia,788.0,ar,Multilingual,-0.9235199780349184,-1.0568409609935396,-1.291571160243202,-1.7115139471995988
deepseek-chat,Bolivia,68.0,es,Multilingual,-0.6220653407068183,-0.8133789755197848,-0.7459382666793412,-1.3195401505868536
deepseek-chat,Spain,724.0,en,Multilingual,0.3804042171605301,0.4739473294861593,1.0685316330605594,0.7530552004727166
deepseek-chat,Algeria,12.0,ar,Multilingual,-1.4203832913723764,-1.3900353190190653,-2.1908937573840013,-2.2479568636206952
deepseek-chat,Palestine,275.0,en,Multilingual,-1.482473864126278,-0.4622938801066223,-2.3032776940685635,-0.7542931469716619
deepseek-chat,Italy,380.0,it,Multilingual,0.03153443594408383,0.68008001091047,0.43707732905879176,1.0849288175658567
deepseek-chat,Yemen,887.0,ar,Multilingual,-2.5454514514637583,-0.8053068808475886,-4.2272671271494024,-1.3065440781646178
deepseek-chat,Canada,124.0,fr,Multilingual,2.5260533638895732,1.3862756950420225,4.952156588640127,2.2219038690176567
deepseek-chat,Guatemala,320.0,en,Multilingual,-0.8310245999224535,-0.986771150926156,-1.124154525859641,-1.5987015529911113
deepseek-chat,Macao,446.0,pt,Multilingual,0.5967618417230448,0.6807472959279506,1.460138933518711,1.0860031464440005
deepseek-chat,Peru,604.0,es,Multilingual,-0.37363368403808916,-0.6467817965070218,-0.29627696810894144,-1.0513186923763052
deepseek-chat,Argentina,32.0,en,Multilingual,0.05498107684172474,0.19723278874080039,0.4795157490835218,0.30754478987268863
deepseek-chat,Brazil,76.0,en,Multilingual,0.6356298864269263,-0.6397031885533159,1.5304900944327366,-1.0399221335708386
deepseek-chat,Peru,604.0,en,Multilingual,-0.5152763678049859,-0.6922539182046387,-0.5526502257270245,-1.1245288083094682
deepseek-chat,Austria,40.0,en,Multilingual,0.2117175401551688,1.3574974171455294,0.7632087476808556,2.1755708416043027
deepseek-chat,Taiwan,158.0,en,Multilingual,0.20288648828136324,-0.010904783005166261,0.7472245437892675,-0.02755670063831768
deepseek-chat,Singapore,702.0,zh-cn,Multilingual,0.3290252775858713,0.07461489035766289,0.9755357524304271,0.11012997347583726
deepseek-chat,Kazakhstan,398.0,ru,Multilingual,-0.7792119189361035,-0.818803545552189,-1.0303735732743475,-1.3282737083390244
deepseek-chat,Canada,124.0,en-native,Multilingual,3.0272425156837466,2.3883006740411776,5.859308953387582,3.8351640852062965
deepseek-chat,Hong Kong,344.0,zh-cn,Multilingual,0.07974976458960999,1.294222603471754,0.524347073907194,2.0736983915895246
deepseek-chat,United Kingdom,826.0,en-native,Multilingual,0.3954979967070773,1.5887398361932716,1.09585137403981,2.547871136271168
deepseek-chat,Pakistan,586.0,en-native,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
deepseek-chat,Colombia,170.0,es,Multilingual,-0.37088018802479783,0.293248108432515,-0.29129314032488407,0.46212945457634913
deepseek-chat,Ecuador,218.0,en,Multilingual,-0.5152763678049859,-0.6922539182046387,-0.5526502257270245,-1.1245288083094682
deepseek-chat,Kenya,404.0,en-native,Multilingual,-0.9784962699504007,-1.0099984129347188,-1.3910782486102256,-1.6360974448248975
deepseek-chat,Lebanon,422.0,en,Multilingual,-0.7888868271374414,-0.8010008535760307,-1.047885157118769,-1.2996113742574096
deepseek-chat,Luxembourg,442.0,fr,Multilingual,1.8767058312881633,0.23506549955168493,3.7768375546315753,0.36845545427821275
deepseek-chat,Brazil,76.0,pt,Multilingual,0.4116156667505394,1.3196099915657886,1.1250243568184763,2.11457208642092
deepseek-chat,South Africa,710.0,en-native,Multilingual,-0.3670342660845108,0.29769027614541044,-0.28433202161296456,0.4692813445941108
deepseek-chat,United States,840.0,en-native,Multilingual,1.6334302187467884,1.1039968871891304,3.336508695931687,1.7674349883745
deepseek-chat,Korea,410.0,en,Multilingual,-0.3094807195184835,-0.3040515893654796,-0.18016010232845514,-0.4995230588784222
deepseek-chat,Morocco,504.0,en,Multilingual,-1.1046350592549088,-1.095518086297548,-1.6193894572513852,-1.7737841189390524
deepseek-chat,Luxembourg,442.0,en,Multilingual,1.8892226590404804,0.03130553608108719,3.7994930128632696,0.04040191309055037
deepseek-chat,Spain,724.0,es,Multilingual,0.846493155303095,1.9100148833700277,1.9121526110986018,3.065123962225745
deepseek-chat,Zimbabwe,716.0,en-native,Multilingual,-1.094960151053571,-1.1133207782737065,-1.6018778734069636,-1.8024464530206674
deepseek-chat,Macao,446.0,en,Multilingual,0.07091871271580434,-0.0741795966789415,0.5083628700156059,-0.12942915065309582
deepseek-chat,Haiti,332.0,fr,Multilingual,-2.0345873914682477,0.17891540617540833,-3.3026031785575287,0.2780538039424074
deepseek-chat,Bolivia,68.0,en,Multilingual,-0.7637080244737149,-0.8588510972174014,-1.0023115242974239,-1.3927502665200162
deepseek-chat,Nicaragua,558.0,en,Multilingual,-0.8310245999224535,-0.986771150926156,-1.124154525859641,-1.5987015529911113
deepseek-chat,Singapore,702.0,en-native,Multilingual,-0.1283656382984929,-0.26537446406147125,0.14765819467972785,-0.43725288713896876
deepseek-chat,Taiwan,158.0,zh-tw,Multilingual,0.7662487034855859,0.8609344677279301,1.7669101533089107,1.3761044930419677
deepseek-chat,Haiti,332.0,en,Multilingual,-0.9138450698335805,-1.074643652969698,-1.2740595763987805,-1.740176281281214
deepseek-chat,Chile,152.0,en,Multilingual,-0.16467442482245387,-0.47338962110065047,0.0819392910713585,-0.7721572899720474
deepseek-chat,Jordan,400.0,ar,Multilingual,-1.2884155158068173,-1.32676050534529,-1.9520320836103395,-2.1460844136059167
deepseek-chat,Germany,276.0,de,Multilingual,0.2117175401551688,1.3574974171455294,0.7632087476808556,2.1755708416043027
deepseek-chat,Tunisia,788.0,en,Multilingual,-0.9881711781517387,-0.9921957209585603,-1.408589832454647,-1.6074351107432823
deepseek-chat,Japan,392.0,ja,Multilingual,0.20288648828136324,-0.010904783005166261,0.7472245437892675,-0.02755670063831768
deepseek-chat,Venezuela,862.0,en,Multilingual,-1.4030909272333127,0.7679498716184429,-2.159594578292296,1.226399293305693
deepseek-chat,Ecuador,218.0,es,Multilingual,-0.6251408309545776,0.14889578910880602,-0.7515049040277856,0.2297222204651777
deepseek-chat,Chile,152.0,es,Multilingual,-0.049054400046816125,1.016137636365191,0.29121153591526283,1.6259815945479577
deepseek-chat,Malta,470.0,en-native,Multilingual,0.26850271473480014,-1.3335528604033295,0.8659899136699882,-2.1570201052493605
deepseek-chat,Burkina Faso,854.0,fr,Multilingual,-1.094960151053571,-1.1133207782737065,-1.6018778734069636,-1.8024464530206674
deepseek-chat,Hong Kong,344.0,zh-hk,Multilingual,-0.14298122732232812,1.5858749582588938,0.1212039785465861,2.5432586827968193
deepseek-chat,Switzerland,756.0,it,Multilingual,0.9137203735135336,0.8841617297364932,2.033833876059496,1.4135003848757541
deepseek-chat,France,250.0,fr,Multilingual,0.9908012144019097,2.148052298811378,2.1733501980674568,3.4483642010863194
deepseek-chat,Burkina Faso,854.0,en,Multilingual,-0.9784962699504007,-1.0099984129347188,-1.3910782486102256,-1.6360974448248975
deepseek-chat,Portugal,620.0,en,Multilingual,0.1736765918651218,0.7244852815780511,0.6943546312758705,1.1564213033406625
deepseek-chat,Libya,434.0,en,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
deepseek-chat,Qatar,634.0,en,Multilingual,-0.7685719843981489,-2.0946090748915314,-1.0111152917606496,-3.3823206105753654
deepseek-chat,Kuwait,414.0,ar,Multilingual,-1.4203832913723764,-1.3900353190190653,-2.1908937573840013,-2.2479568636206952
deepseek-chat,Malaysia,458.0,en-native,Multilingual,-0.8562034025861799,-0.9289209072847853,-1.1697281586809858,-1.5055626607285044
deepseek-chat,Zambia,894.0,en-native,Multilingual,-0.9784962699504007,-1.0099984129347188,-1.3910782486102256,-1.6360974448248975
deepseek-chat,Russia,643.0,ru,Multilingual,-0.5087650705327809,-0.4952464567480093,-0.5408647776643334,-0.8073467953642951
deepseek-chat,Guatemala,320.0,es,Multilingual,-0.7609545284604236,0.08117880772213534,-0.9973276965133667,0.12069788043263792
deepseek-chat,Austria,40.0,de,Multilingual,0.22498980069733027,0.8935197379820536,0.7872315392621678,1.4285667781511064
deepseek-chat,Iraq,368.0,ar,Multilingual,-2.0721945983466035,-0.6854615631465995,-3.3706722230073525,-1.1135931166660251
deepseek-chat,Belgium,56.0,de,Multilingual,1.133375875177712,1.554784139577944,2.431410334071659,2.4932024647204902
deepseek-chat,Portugal,620.0,pt,Multilingual,0.7480794336912793,0.7084167256494088,1.7340237749812157,1.1305509282955484
deepseek-chat,Nicaragua,558.0,es,Multilingual,-0.7792119189361035,-0.818803545552189,-1.0303735732743475,-1.3282737083390244
deepseek-chat,Hong Kong,344.0,en-native,Multilingual,-0.16508453973829534,0.681450437271674,0.08119698307368545,1.0871352040073952
deepseek-chat,Belgium,56.0,fr,Multilingual,1.146648135719874,1.0908064604144683,2.455433125652972,1.746198401267294
deepseek-chat,Ghana,288.0,en-native,Multilingual,-0.9138450698335805,-1.074643652969698,-1.2740595763987805,-1.740176281281214
deepseek-chat,Japan,392.0,en,Multilingual,0.07358408804772243,0.11838569706479231,0.5131871993663776,0.18060097227431562
deepseek-chat,Kazakhstan,398.0,en,Multilingual,-0.7598621025334277,-0.8544089295045059,-0.9953504055855041,-1.3855983765022546
deepseek-chat,Germany,276.0,en,Multilingual,2.005316970307321,2.2353123462582443,4.009623716256251,3.5888528774757735
deepseek-chat,Morocco,504.0,ar,Multilingual,-1.0554877536004772,-1.120115774667315,-1.5304328340168638,-1.813386397214377
deepseek-chat,Russia,643.0,en,Multilingual,-0.38262628122827275,-0.4097267833851802,-0.31255356902317366,-0.6696601212501402
deepseek-chat,Lebanon,422.0,ar,Multilingual,-1.5753312850091454,-0.3522672051210735,-2.4713496258665533,-0.5771502002449284
deepseek-chat,Algeria,12.0,en,Multilingual,-1.2366028348204678,-1.1587928999713233,-1.858251131025047,-1.8756565689538307
deepseek-chat,Kuwait,414.0,en,Multilingual,-0.652108103294979,-1.9912867095525442,-0.8003156669639121,-3.215971602379596
deepseek-chat,Kyrgyzstan,417.0,ru,Multilingual,-0.6627480378329335,-0.7154811802132015,-0.8195739484776096,-1.1619247001432544
deepseek-chat,Italy,380.0,en,Multilingual,0.032033908098225206,0.6790131598804344,0.4379813736577876,1.0832111874074994
deepseek-chat,Belarus,112.0,en,Multilingual,-0.8120848984356189,0.1324635234938516,-1.0898736661684705,0.20326627282510107
deepseek-chat,Macao,446.0,zh-cn,Multilingual,0.1452448210339627,-0.15662752869007923,0.6428931260714725,-0.26217032119102757
deepseek-chat,Egypt,818.0,en,Multilingual,-1.1201389537172977,-1.0554705346323356,-1.6474515062283088,-1.7093075607580606
deepseek-chat,Trinidad and Tobago,780.0,en-native,Multilingual,0.25299882027241144,-1.2935053087381174,0.8379278646930648,-2.092543547068369
deepseek-chat,Jordan,400.0,en,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
deepseek-chat,Uruguay,858.0,es,Multilingual,0.4380458844079305,0.6196700751710722,1.1728630507783544,0.9876688210254263
deepseek-chat,Iraq,368.0,en,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
deepseek-chat,Philippines,608.0,en-native,Multilingual,-0.04724551738266743,-1.6280700931248469,0.29448561353737196,-2.6311928499310033
deepseek-chat,Qatar,634.0,ar,Multilingual,-1.2418288375153044,-2.2144543925925206,-1.867710195902701,-3.5752715720739583
