model_name,country,native_language,en_distance,native_distance,english_advantage,internet_collectivity_index,colonial_power,has_colonial_history,gdp_per_capita,HDI,freedom_on_net
claude-3-7-sonnet-20250219,Taiwan,zh-tw,0.2879018449659606,3.4705684578870626,91.7044758384844,52.0,JP,1,35513.0,0.971,79.0
claude-sonnet-4.5,Taiwan,zh-tw,2.872408316638532,2.699721218355711,-6.396478907107209,52.0,JP,1,35513.0,0.971,79.0
deepseek-chat,Taiwan,zh-tw,1.6472300205023718,1.9219764521979097,14.294994685358752,52.0,JP,1,35513.0,0.971,79.0
deepseek-chat-v3.1,Taiwan,zh-tw,1.645338885088833,1.8431224395830963,10.730896127497678,52.0,JP,1,35513.0,0.971,79.0
doubao-1-5-pro-32k-250115,Taiwan,zh-tw,2.3236462443410364,2.031413967936414,-14.385658512601596,52.0,JP,1,35513.0,0.971,79.0
gemini-2.5-flash,Taiwan,zh-tw,1.766125435391865,2.5551661309072378,30.88021111313087,52.0,JP,1,35513.0,0.971,79.0
gemini-2.5-pro,Taiwan,zh-tw,2.552975015286097,3.153984554112237,19.05556379604111,52.0,JP,1,35513.0,0.971,79.0
gemini-3-pro-preview,Taiwan,zh-tw,3.1575498544948366,4.717473850162152,33.06693466067007,52.0,JP,1,35513.0,0.971,79.0
gemma-3-4b-it,Taiwan,zh-tw,1.0467601585097916,0.4372575708697151,-139.39211765453535,52.0,JP,1,35513.0,0.971,79.0
gpt-4o,Taiwan,zh-tw,1.8829509902535393,2.062170536676723,8.69082082377163,52.0,JP,1,35513.0,0.971,79.0
gpt-4o-mini,Taiwan,zh-tw,4.352248809423144,4.9584091395291425,12.224895385772069,52.0,JP,1,35513.0,0.971,79.0
gpt-5.1,Taiwan,zh-tw,3.154899038207683,2.911950049804251,-8.343171560232063,52.0,JP,1,35513.0,0.971,79.0
grok-4.1-fast,Taiwan,zh-tw,1.6024145895323294,3.8910043777639345,58.81745600982341,52.0,JP,1,35513.0,0.971,79.0
kimi-k2,Taiwan,zh-tw,1.5453264304607113,3.354825873473898,53.937209001534946,52.0,JP,1,35513.0,0.971,79.0
llama-3.2-3b-instruct,Taiwan,zh-tw,1.0746268654473905,1.9581815350968317,45.12118278174601,52.0,JP,1,35513.0,0.971,79.0
llama-3.3-70b-instruct,Taiwan,zh-tw,1.662233556721631,3.0129720445141777,44.83076735650046,52.0,JP,1,35513.0,0.971,79.0
mistral-medium-3.1,Taiwan,zh-tw,0.5017595627461064,3.5023511494568877,85.67363632787321,52.0,JP,1,35513.0,0.971,79.0
mistral-nemo,Taiwan,zh-tw,2.6994820078408974,1.824570659001477,-47.95162875841862,52.0,JP,1,35513.0,0.971,79.0
phi-3-mini-128k-instruct,Taiwan,zh-tw,2.8626017175753713,3.107536482961818,7.881959446957082,52.0,JP,1,35513.0,0.971,79.0
qwen3-max,Taiwan,zh-tw,1.2262040262005682,1.23514471666819,0.7238577267074807,52.0,JP,1,35513.0,0.971,79.0
claude-3-7-sonnet-20250219,Tunisia,ar,0.5359714406686387,1.660358378317722,67.71953286303854,47.8,FR,1,3707.29283414381,0.746,60.0
claude-sonnet-4.5,Tunisia,ar,0.5608712845537165,0.2545549367386852,-120.33408259117051,47.8,FR,1,3707.29283414381,0.746,60.0
deepseek-chat,Tunisia,ar,0.8417787250687653,0.9962495126499666,15.50523093058464,47.8,FR,1,3707.29283414381,0.746,60.0
deepseek-chat-v3.1,Tunisia,ar,0.8417787250687653,1.4534676667238648,42.08479869620041,47.8,FR,1,3707.29283414381,0.746,60.0
doubao-1-5-pro-32k-250115,Tunisia,ar,0.9638967819537608,0.9577022122701274,-0.6468158477936453,47.8,FR,1,3707.29283414381,0.746,60.0
gemini-2.5-flash,Tunisia,ar,1.571182656332992,1.1272377969599563,-39.38342562415036,47.8,FR,1,3707.29283414381,0.746,60.0
gemini-2.5-pro,Tunisia,ar,2.3027404874487085,3.782891311336756,39.12750068848814,47.8,FR,1,3707.29283414381,0.746,60.0
gemini-3-pro-preview,Tunisia,ar,0.8756478532205376,1.0148735621628615,13.71852752234587,47.8,FR,1,3707.29283414381,0.746,60.0
gemma-3-4b-it,Tunisia,ar,3.4553293055791623,4.505027841701815,23.30060041817898,47.8,FR,1,3707.29283414381,0.746,60.0
gpt-4o,Tunisia,ar,0.9962495126499666,1.8024892370301675,44.72923931066487,47.8,FR,1,3707.29283414381,0.746,60.0
gpt-4o-mini,Tunisia,ar,0.4161286046750644,2.120212802346528,80.37326233411487,47.8,FR,1,3707.29283414381,0.746,60.0
gpt-5.1,Tunisia,ar,1.0238373333731858,1.5024521834314648,31.85557952101783,47.8,FR,1,3707.29283414381,0.746,60.0
grok-4.1-fast,Tunisia,ar,2.056201966461023,1.232775736084206,-66.794487129699,47.8,FR,1,3707.29283414381,0.746,60.0
kimi-k2,Tunisia,ar,1.3269549106484502,2.047844212504588,35.20235071858636,47.8,FR,1,3707.29283414381,0.746,60.0
llama-3.2-3b-instruct,Tunisia,ar,3.8543800162185535,6.845911889591785,43.69807735798384,47.8,FR,1,3707.29283414381,0.746,60.0
llama-3.3-70b-instruct,Tunisia,ar,0.5929907730484649,1.0693019398371053,44.544122576005094,47.8,FR,1,3707.29283414381,0.746,60.0
mistral-medium-3.1,Tunisia,ar,0.8824643064078774,0.8824643064078774,0.0,47.8,FR,1,3707.29283414381,0.746,60.0
mistral-nemo,Tunisia,ar,3.8635278036005274,4.719182517347429,18.131418113233945,47.8,FR,1,3707.29283414381,0.746,60.0
phi-3-mini-128k-instruct,Tunisia,ar,3.9747496332164487,4.674127403142849,14.962745120215253,47.8,FR,1,3707.29283414381,0.746,60.0
qwen3-max,Tunisia,ar,0.372583343624183,0.4051037493425555,8.027673348160809,47.8,FR,1,3707.29283414381,0.746,60.0
claude-3-7-sonnet-20250219,Uruguay,es,2.3824470150485855,2.2271190548209754,-6.974389621936757,53.28,ES,1,20818.6146091144,0.862,
claude-sonnet-4.5,Uruguay,es,3.717468923199888,3.050318810734356,-21.87148799390308,53.28,ES,1,20818.6146091144,0.862,
deepseek-chat,Uruguay,es,1.6480850255312542,1.14385897813781,-44.08113736313186,53.28,ES,1,20818.6146091144,0.862,
deepseek-chat-v3.1,Uruguay,es,1.8247884901203852,1.3122412451828418,-39.05891899214976,53.28,ES,1,20818.6146091144,0.862,
doubao-1-5-pro-32k-250115,Uruguay,es,2.4715425303740366,4.083198744876925,39.47043274650758,53.28,ES,1,20818.6146091144,0.862,
gemini-2.5-flash,Uruguay,es,1.687517265120252,1.9873792932123384,15.0883139980491,53.28,ES,1,20818.6146091144,0.862,
gemini-2.5-pro,Uruguay,es,4.408784575769435,4.386592493818466,-0.5059070789511686,53.28,ES,1,20818.6146091144,0.862,
gemini-3-pro-preview,Uruguay,es,4.201701997517094,2.7935136866183945,-50.409214661960014,53.28,ES,1,20818.6146091144,0.862,
gemma-3-4b-it,Uruguay,es,3.1690437123397768,1.9292076244260423,-64.26659692901625,53.28,ES,1,20818.6146091144,0.862,
gpt-4o,Uruguay,es,1.5424192047060794,1.1048157516297163,-39.608726833488134,53.28,ES,1,20818.6146091144,0.862,
gpt-4o-mini,Uruguay,es,5.365392298558604,5.3342025911553765,-0.5847117140796746,53.28,ES,1,20818.6146091144,0.862,
gpt-5.1,Uruguay,es,4.539904956592829,3.3103622651350855,-37.14223982092092,53.28,ES,1,20818.6146091144,0.862,
grok-4.1-fast,Uruguay,es,3.757168334885081,3.0413042360171394,-23.538062729476543,53.28,ES,1,20818.6146091144,0.862,
kimi-k2,Uruguay,es,3.8702077854422567,5.365392298558604,27.86719833176082,53.28,ES,1,20818.6146091144,0.862,
llama-3.2-3b-instruct,Uruguay,es,2.752831547100192,2.752831547100192,0.0,53.28,ES,1,20818.6146091144,0.862,
llama-3.3-70b-instruct,Uruguay,es,4.279210039417859,4.734497529187723,9.616384568015093,53.28,ES,1,20818.6146091144,0.862,
mistral-medium-3.1,Uruguay,es,4.351984385593645,2.6499216130776273,-64.23068381027454,53.28,ES,1,20818.6146091144,0.862,
mistral-nemo,Uruguay,es,4.452378599202617,3.970259018662399,-12.143277762835892,53.28,ES,1,20818.6146091144,0.862,
phi-3-mini-128k-instruct,Uruguay,es,2.6220368126531315,2.923318589178141,10.306156080296114,53.28,ES,1,20818.6146091144,0.862,
qwen3-max,Uruguay,es,1.0432535482066645,2.8633689650067513,63.56552156022253,53.28,ES,1,20818.6146091144,0.862,
claude-3-7-sonnet-20250219,Venezuela,es,2.593865844110112,1.5165521268630584,-71.03703843503514,33.0,ES,1,3155.04207099687,0.709,30.0
claude-sonnet-4.5,Venezuela,es,2.070343960348257,2.537446766230272,18.408378536191353,33.0,ES,1,3155.04207099687,0.709,30.0
deepseek-chat,Venezuela,es,3.0573673268798673,3.2008382459346967,4.48229207574135,33.0,ES,1,3155.04207099687,0.709,30.0
deepseek-chat-v3.1,Venezuela,es,2.781215723318496,2.749323268215236,-1.160011100621278,33.0,ES,1,3155.04207099687,0.709,30.0
doubao-1-5-pro-32k-250115,Venezuela,es,1.2167308954610574,2.2533702328253087,46.003950982546606,33.0,ES,1,3155.04207099687,0.709,30.0
gemini-2.5-flash,Venezuela,es,5.57153185912067,3.2633678822084504,-70.7295058426019,33.0,ES,1,3155.04207099687,0.709,30.0
gemini-2.5-pro,Venezuela,es,4.2950351271807765,5.0179385686476214,14.40638285178676,33.0,ES,1,3155.04207099687,0.709,30.0
gemini-3-pro-preview,Venezuela,es,0.3567718731425814,0.7031563560326437,49.26137407680369,33.0,ES,1,3155.04207099687,0.709,30.0
gemma-3-4b-it,Venezuela,es,3.5010094321774208,2.163526590115478,-61.81957033357075,33.0,ES,1,3155.04207099687,0.709,30.0
gpt-4o,Venezuela,es,1.781931962889399,1.755588194538704,-1.5005665014520746,33.0,ES,1,3155.04207099687,0.709,30.0
gpt-4o-mini,Venezuela,es,2.86114492811156,1.8380267690032557,-55.66394224297026,33.0,ES,1,3155.04207099687,0.709,30.0
gpt-5.1,Venezuela,es,2.8534540615076365,0.3473050819623378,-721.5987066429017,33.0,ES,1,3155.04207099687,0.709,30.0
grok-4.1-fast,Venezuela,es,4.435368872666275,5.480437211200324,19.06906873047011,33.0,ES,1,3155.04207099687,0.709,30.0
kimi-k2,Venezuela,es,0.952009452276513,2.896180521890427,67.12879445597864,33.0,ES,1,3155.04207099687,0.709,30.0
llama-3.2-3b-instruct,Venezuela,es,2.8095203733820093,2.736453301188351,-2.6701377349259916,33.0,ES,1,3155.04207099687,0.709,30.0
llama-3.3-70b-instruct,Venezuela,es,5.669035636910707,4.3440312694714,-30.50172259926065,33.0,ES,1,3155.04207099687,0.709,30.0
mistral-medium-3.1,Venezuela,es,2.4100880634348254,2.951331096522128,18.338946576516182,33.0,ES,1,3155.04207099687,0.709,30.0
mistral-nemo,Venezuela,es,4.786445893918997,2.8508963379160575,-67.89266695743079,33.0,ES,1,3155.04207099687,0.709,30.0
phi-3-mini-128k-instruct,Venezuela,es,3.6337509695801975,2.8835428819770352,-26.01688680588649,33.0,ES,1,3155.04207099687,0.709,30.0
qwen3-max,Venezuela,es,3.0352028066898114,3.7037462709187934,18.05046607750308,33.0,ES,1,3155.04207099687,0.709,30.0
claude-3-7-sonnet-20250219,Yemen,ar,2.453494415411395,1.6657902536326548,-47.28711553336098,,UK,1,633.887202451545,0.47,
claude-sonnet-4.5,Yemen,ar,2.453494415411395,2.6444827939838107,7.222144874866022,,UK,1,633.887202451545,0.47,
deepseek-chat,Yemen,ar,1.731877956352313,2.6444827939838107,34.509766511155625,,UK,1,633.887202451545,0.47,
deepseek-chat-v3.1,Yemen,ar,0.9554018881610948,1.8229368941022464,47.58996368705304,,UK,1,633.887202451545,0.47,
doubao-1-5-pro-32k-250115,Yemen,ar,1.731877956352313,2.6057453839880025,33.53617866908646,,UK,1,633.887202451545,0.47,
gemini-2.5-flash,Yemen,ar,1.8229368941022464,3.3303134795175824,45.262303224190454,,UK,1,633.887202451545,0.47,
gemini-2.5-pro,Yemen,ar,2.6444827939838107,1.8229368941022464,-45.067160719579185,,UK,1,633.887202451545,0.47,
gemini-3-pro-preview,Yemen,ar,1.8229368941022464,1.8229368941022464,0.0,,UK,1,633.887202451545,0.47,
gemma-3-4b-it,Yemen,ar,2.7117049843231444,3.2876270671868584,17.517865350722893,,UK,1,633.887202451545,0.47,
gpt-4o,Yemen,ar,0.6960074547877949,0.6960074547877949,0.0,,UK,1,633.887202451545,0.47,
gpt-4o-mini,Yemen,ar,1.9052141040077633,1.4653905695709333,-30.01408249580932,,UK,1,633.887202451545,0.47,
gpt-5.1,Yemen,ar,1.6657902536326548,1.6657902536326548,0.0,,UK,1,633.887202451545,0.47,
grok-4.1-fast,Yemen,ar,3.37506683329471,4.042737947823517,16.51532014060571,,UK,1,633.887202451545,0.47,
kimi-k2,Yemen,ar,0.9554018881610948,0.6960074547877949,-37.26891595613532,,UK,1,633.887202451545,0.47,
llama-3.2-3b-instruct,Yemen,ar,5.307525852875238,6.065580492201753,12.497643717713611,,UK,1,633.887202451545,0.47,
llama-3.3-70b-instruct,Yemen,ar,1.731877956352313,1.8229368941022464,4.99517772911046,,UK,1,633.887202451545,0.47,
mistral-medium-3.1,Yemen,ar,2.6444827939838107,2.6444827939838107,0.0,,UK,1,633.887202451545,0.47,
mistral-nemo,Yemen,ar,1.9903128640119836,2.4955686150972216,20.246117378966733,,UK,1,633.887202451545,0.47,
phi-3-mini-128k-instruct,Yemen,ar,1.2818342029483474,5.269144282496495,75.67282021093146,,UK,1,633.887202451545,0.47,
qwen3-max,Yemen,ar,2.6444827939838107,2.6444827939838107,0.0,,UK,1,633.887202451545,0.47,
