model_name,country,native_language,cultural_region,is_islamic,language_family,model_origin,d_english,d_native,d_diff,english_advantage_pct,ea_winsorized,log_ratio,internet_collectivity_index,colonial_power,gdp_per_capita,HDI,has_colonial_history,freedom_on_net
deepseek-chat,Brazil,pt,Latin America,False,Romance,China,1.6766150533029007,2.721124943104143,1.0445098898012422,38.385223451360886,38.385223451360886,-0.4842684651786439,55.96,PT,9281.33282136864,0.786,1,65.0
deepseek-chat-v3.1,Brazil,pt,Latin America,False,Romance,China,2.286283660309461,2.869547147050874,0.583263486741413,20.32597677793347,20.32597677793347,-0.2272265852883428,55.96,PT,9281.33282136864,0.786,1,65.0
doubao-1-5-pro-32k-250115,Brazil,pt,Latin America,False,Romance,China,2.497591261472696,1.310468817339852,-1.1871224441328438,-90.58761478526506,-90.58761478526506,0.6449418229804422,55.96,PT,9281.33282136864,0.786,1,65.0
gemini-2.5-flash,Brazil,pt,Latin America,False,Romance,US,0.6862555843233661,1.8147640285499036,1.1285084442265374,62.18485855311325,62.18485855311325,-0.9724605961902876,55.96,PT,9281.33282136864,0.786,1,65.0
gemini-2.5-pro,Brazil,pt,Latin America,False,Romance,US,0.8844341552039559,1.901338827393144,1.016904672189188,53.48361152354043,53.48361152354043,-0.7653654951333243,55.96,PT,9281.33282136864,0.786,1,65.0
gemini-3-pro-preview,Brazil,pt,Latin America,False,Romance,US,1.0167633560651654,0.5427112212573322,-0.4740521348078332,-87.34887288852583,-87.34887288852583,0.6278023231594535,55.96,PT,9281.33282136864,0.786,1,65.0
gemma-3-4b-it,Brazil,pt,Latin America,False,Romance,US,2.832821344223412,2.5880592100595794,-0.2447621341638326,-9.457362227744316,-9.457362227744316,0.0903649013900343,55.96,PT,9281.33282136864,0.786,1,65.0
gpt-4o,Brazil,pt,Latin America,False,Romance,US,0.6493743372777075,1.6280517891940791,0.9786774519163716,60.1134102988725,60.1134102988725,-0.9191300163018724,55.96,PT,9281.33282136864,0.786,1,65.0
gpt-4o-mini,Brazil,pt,Latin America,False,Romance,US,4.76111614708872,3.4385745241585073,-1.322541622930213,-38.46191535586588,-38.46191535586588,0.3254251224455101,55.96,PT,9281.33282136864,0.786,1,65.0
gpt-5.1,Brazil,pt,Latin America,False,Romance,US,1.6151612655802563,1.3548679953769711,-0.2602932702032849,-19.211707051273457,-19.211707051273457,0.1757307773379211,55.96,PT,9281.33282136864,0.786,1,65.0
grok-4.1-fast,Brazil,pt,Latin America,False,Romance,US,0.2890753507739638,0.8794250912459634,0.5903497404719995,67.12905355424827,67.12905355424827,-1.1125810051228489,55.96,PT,9281.33282136864,0.786,1,65.0
kimi-k2,Brazil,pt,Latin America,False,Romance,China,1.3329754255503832,1.7001143193976214,0.3671388938472382,21.5949533309808,21.5949533309808,-0.2432818899251327,55.96,PT,9281.33282136864,0.786,1,65.0
llama-3.2-3b-instruct,Brazil,pt,Latin America,False,Romance,US,2.9768877767715596,2.477378908591994,-0.4995088681795656,-20.162796512361485,-20.162796512361485,0.1836772749956097,55.96,PT,9281.33282136864,0.786,1,65.0
llama-3.3-70b-instruct,Brazil,pt,Latin America,False,Romance,US,1.0916381733431135,2.6139191535129043,1.5222809801697903,58.237492851451165,58.237492851451165,-0.8731712071337535,55.96,PT,9281.33282136864,0.786,1,65.0
mistral-medium-3.1,Brazil,pt,Latin America,False,Romance,Europe,2.163072188387112,2.787537763001771,0.6244655746146592,22.402048966045253,22.402048966045253,-0.2536291633491294,55.96,PT,9281.33282136864,0.786,1,65.0
mistral-nemo,Brazil,pt,Latin America,False,Romance,Europe,2.6775454731761896,2.939127654037146,0.2615821808609557,8.899993863881688,8.899993863881688,-0.0932123143663268,55.96,PT,9281.33282136864,0.786,1,65.0
phi-3-mini-128k-instruct,Brazil,pt,Latin America,False,Romance,US,3.2651257457099527,2.7409660955613036,-0.5241596501486492,-19.123171607174154,-19.123171607174154,0.174987827345288,55.96,PT,9281.33282136864,0.786,1,65.0
qwen3-max,Brazil,pt,Latin America,False,Romance,China,0.8401396567746675,1.0185597792597036,0.1784201224850361,17.516902406524743,17.516902406524743,-0.1925767912925952,55.96,PT,9281.33282136864,0.786,1,65.0
claude-3-7-sonnet-20250219,Belarus,ru,Orthodox Europe,False,Slavic,US,2.064273649448566,0.3244707086220528,-1.7398029408265132,-536.197226620248,-200.0,1.8503384340283089,,RU,7994.64806074889,0.824,1,22.0
claude-sonnet-4.5,Belarus,ru,Orthodox Europe,False,Slavic,US,0.3792156599653408,1.1293012469312913,0.7500855869659504,66.4203275259101,66.4203275259101,-1.0912492879869211,,RU,7994.64806074889,0.824,1,22.0
deepseek-chat,Belarus,ru,Orthodox Europe,False,Slavic,China,0.7892572297910948,1.795330143409119,1.006072913618024,56.03832349785043,56.03832349785043,-0.8218519201882938,,RU,7994.64806074889,0.824,1,22.0
deepseek-chat-v3.1,Belarus,ru,Orthodox Europe,False,Slavic,China,1.5087017525268476,2.139789934592561,0.6310881820657135,29.492997039724813,29.492997039724813,-0.3494581483331804,,RU,7994.64806074889,0.824,1,22.0
doubao-1-5-pro-32k-250115,Belarus,ru,Orthodox Europe,False,Slavic,China,2.544824078328826,1.9267547404095795,-0.6180693379192461,-32.078257027558166,-32.078257027558166,0.2782244171978094,,RU,7994.64806074889,0.824,1,22.0
gemini-2.5-flash,Belarus,ru,Orthodox Europe,False,Slavic,US,0.4253939596362468,1.6838069873532238,1.258413027716977,74.73618040361481,74.73618040361481,-1.3757968692386953,,RU,7994.64806074889,0.824,1,22.0
gemini-2.5-pro,Belarus,ru,Orthodox Europe,False,Slavic,US,2.0137653247872724,1.97872648306884,-0.0350388417184326,-1.7707774176090425,-1.7707774176090425,0.0175528181529575,,RU,7994.64806074889,0.824,1,22.0
gemini-3-pro-preview,Belarus,ru,Orthodox Europe,False,Slavic,US,2.081004749351607,0.3567797449763379,-1.7242250043752692,-483.2743530576888,-200.0,1.7634874781055327,,RU,7994.64806074889,0.824,1,22.0
gemma-3-4b-it,Belarus,ru,Orthodox Europe,False,Slavic,US,1.9169918188356336,1.9916255507973064,0.0746337319616732,3.747377710222443,3.747377710222443,-0.0381939686222068,,RU,7994.64806074889,0.824,1,22.0
gpt-4o,Belarus,ru,Orthodox Europe,False,Slavic,US,0.5343570810321835,0.5134177735428773,-0.0209393074893061,-4.078415000091043,-4.078415000091043,0.0399744194308222,,RU,7994.64806074889,0.824,1,22.0
gpt-4o-mini,Belarus,ru,Orthodox Europe,False,Slavic,US,1.6601844196469762,0.1173352315710793,-1.5428491880758968,-1314.9070125124945,-200.0,2.649648906391013,,RU,7994.64806074889,0.824,1,22.0
gpt-5.1,Belarus,ru,Orthodox Europe,False,Slavic,US,0.4253939596362468,0.4363587809786026,0.0109648213423557,2.5127995173525433,2.5127995173525433,-0.0254490937029344,,RU,7994.64806074889,0.824,1,22.0
grok-4.1-fast,Belarus,ru,Orthodox Europe,False,Slavic,US,3.231185337157979,3.479151702283595,0.2479663651256163,7.127207616812448,7.127207616812448,-0.0739394529964683,,RU,7994.64806074889,0.824,1,22.0
kimi-k2,Belarus,ru,Orthodox Europe,False,Slavic,China,0.80150096310449,0.3039160311751944,-0.4975849319292956,-163.7244767922293,-163.7244767922293,0.9697347236636196,,RU,7994.64806074889,0.824,1,22.0
llama-3.2-3b-instruct,Belarus,ru,Orthodox Europe,False,Slavic,US,2.025099355196008,3.380127666308438,1.35502831111243,40.088080832529805,40.088080832529805,-0.5122947162295741,,RU,7994.64806074889,0.824,1,22.0
llama-3.3-70b-instruct,Belarus,ru,Orthodox Europe,False,Slavic,US,0.8779252157960515,1.7294145682912725,0.8514893524952207,49.235699068762024,49.235699068762024,-0.6779768160135008,,RU,7994.64806074889,0.824,1,22.0
mistral-medium-3.1,Belarus,ru,Orthodox Europe,False,Slavic,Europe,1.6773695956996095,0.4026303737096452,-1.2747392219899645,-316.60284599125544,-200.0,1.4269631742874944,,RU,7994.64806074889,0.824,1,22.0
mistral-nemo,Belarus,ru,Orthodox Europe,False,Slavic,Europe,2.8914303793852563,0.754688577579445,-2.1367418018058113,-283.12894421419537,-200.0,1.3432014154988423,,RU,7994.64806074889,0.824,1,22.0
phi-3-mini-128k-instruct,Belarus,ru,Orthodox Europe,False,Slavic,US,2.199177556166931,4.4308407961512275,2.2316632399842966,50.3665859970142,50.3665859970142,-0.7005059096555546,,RU,7994.64806074889,0.824,1,22.0
qwen3-max,Belarus,ru,Orthodox Europe,False,Slavic,China,0.8779252157960515,1.7672464085623,0.8893211927662485,50.32242184550449,50.32242184550449,-0.6996164984542039,,RU,7994.64806074889,0.824,1,22.0
claude-3-7-sonnet-20250219,Chile,es,Latin America,False,Romance,US,1.022431569693378,1.0111308589872618,-0.011300710706116,-1.1176308788987728,-1.1176308788987728,0.0111143153276385,54.61,ES,15405.6165774073,0.878,1,86.0
claude-sonnet-4.5,Chile,es,Latin America,False,Romance,US,3.201398176975066,2.630699521142553,-0.5706986558325129,-21.693798597897253,-21.693798597897253,0.1963378562394996,54.61,ES,15405.6165774073,0.878,1,86.0
deepseek-chat,Chile,es,Latin America,False,Romance,China,0.6208973784075855,1.7915473394375057,1.17064996102992,65.34295439815007,65.34295439815007,-1.0596691447494715,54.61,ES,15405.6165774073,0.878,1,86.0
deepseek-chat-v3.1,Chile,es,Latin America,False,Romance,China,1.0223369382597869,0.9286135773327912,-0.0937233609269957,-10.092826899666116,-10.092826899666116,0.0961537048430809,54.61,ES,15405.6165774073,0.878,1,86.0
doubao-1-5-pro-32k-250115,Chile,es,Latin America,False,Romance,China,0.8247111946648861,0.6208973784075855,-0.2038138162573005,-32.82568478224558,-32.82568478224558,0.2838674418578965,54.61,ES,15405.6165774073,0.878,1,86.0
gemini-2.5-flash,Chile,es,Latin America,False,Romance,US,0.8785264479625013,1.5690915033238984,0.690565055361397,44.01050250406255,44.01050250406255,-0.5800060575570541,54.61,ES,15405.6165774073,0.878,1,86.0
gemini-2.5-pro,Chile,es,Latin America,False,Romance,US,1.3096910471448604,1.3096910471448604,0.0,0.0,0.0,0.0,54.61,ES,15405.6165774073,0.878,1,86.0
gemini-3-pro-preview,Chile,es,Latin America,False,Romance,US,2.1331940713418094,1.5811746988282644,-0.5520193725135449,-34.91197860189775,-34.91197860189775,0.299452369442834,54.61,ES,15405.6165774073,0.878,1,86.0
gemma-3-4b-it,Chile,es,Latin America,False,Romance,US,2.6778138219854957,1.645392561749128,-1.0324212602363676,-62.746197122640226,-62.746197122640226,0.4870217284536429,54.61,ES,15405.6165774073,0.878,1,86.0
gpt-4o,Chile,es,Latin America,False,Romance,US,0.4806123250017095,1.0483124093926686,0.5677000843909591,54.15371212860598,54.15371212860598,-0.7798759530192186,54.61,ES,15405.6165774073,0.878,1,86.0
gpt-4o-mini,Chile,es,Latin America,False,Romance,US,3.278720787031439,3.6540827099708553,0.3753619229394163,10.272398101859336,10.272398101859336,-0.1083917507887396,54.61,ES,15405.6165774073,0.878,1,86.0
gpt-5.1,Chile,es,Latin America,False,Romance,US,2.824737593532881,1.5690915033238984,-1.2556460902089823,-80.02376455095664,-80.02376455095664,0.5879186814706409,54.61,ES,15405.6165774073,0.878,1,86.0
grok-4.1-fast,Chile,es,Latin America,False,Romance,US,0.6230001068502422,2.0278774431838698,1.4048773363336275,69.27821703701676,69.27821703701676,-1.180198240233216,54.61,ES,15405.6165774073,0.878,1,86.0
kimi-k2,Chile,es,Latin America,False,Romance,China,1.728800814786369,2.9620759644057215,1.2332751496193526,41.635500386864095,41.635500386864095,-0.5384623643266092,54.61,ES,15405.6165774073,0.878,1,86.0
llama-3.2-3b-instruct,Chile,es,Latin America,False,Romance,US,2.190984313078655,3.646546279717074,1.4555619666384183,39.91617972146927,39.91617972146927,-0.5094295940269398,54.61,ES,15405.6165774073,0.878,1,86.0
llama-3.3-70b-instruct,Chile,es,Latin America,False,Romance,US,0.2817433930015992,1.519403336159822,1.237659943158223,81.45697154294234,81.45697154294234,-1.6850762919917202,54.61,ES,15405.6165774073,0.878,1,86.0
mistral-medium-3.1,Chile,es,Latin America,False,Romance,Europe,2.1981253818851076,0.9801011460379924,-1.2180242358471154,-124.2753608411657,-124.2753608411657,0.8077044003787827,54.61,ES,15405.6165774073,0.878,1,86.0
mistral-nemo,Chile,es,Latin America,False,Romance,Europe,2.716729597975494,2.476615751052515,-0.2401138469229788,-9.695240241484171,-9.695240241484171,0.0925357914865383,54.61,ES,15405.6165774073,0.878,1,86.0
phi-3-mini-128k-instruct,Chile,es,Latin America,False,Romance,US,2.9956129520564088,3.4093290050346416,0.4137160529782329,12.134823373376053,12.134823373376053,-0.129366630138739,54.61,ES,15405.6165774073,0.878,1,86.0
qwen3-max,Chile,es,Latin America,False,Romance,China,0.9801011460379924,1.212391596196012,0.2322904501580195,19.159688246508125,19.159688246508125,-0.2126944370339334,54.61,ES,15405.6165774073,0.878,1,86.0
claude-3-7-sonnet-20250219,China,zh-cn,Confucian,False,CJK,US,0.441649875836706,0.9469651505959864,0.5053152747592804,53.361549201810945,53.361549201810945,-0.7627448606598505,42.3,CN,12970.6056414327,0.955,1,9.0
claude-sonnet-4.5,China,zh-cn,Confucian,False,CJK,US,0.545338472022341,0.7284135421963945,0.1830750701740535,25.133397386054217,25.133397386054217,-0.2894622879094933,42.3,CN,12970.6056414327,0.955,1,9.0
deepseek-chat,China,zh-cn,Confucian,False,CJK,China,0.6993228044319104,0.7983104905714651,0.0989876861395546,12.399647418975418,12.399647418975418,-0.1323851631563045,42.3,CN,12970.6056414327,0.955,1,9.0
deepseek-chat-v3.1,China,zh-cn,Confucian,False,CJK,China,0.8009720145592024,0.7151965701472366,-0.0857754444119658,-11.99326842329618,-11.99326842329618,0.1132685801372966,42.3,CN,12970.6056414327,0.955,1,9.0
doubao-1-5-pro-32k-250115,China,zh-cn,Confucian,False,CJK,China,0.5932031678742261,0.9327647144762848,0.3395615466020586,36.403772712683576,36.403772712683576,-0.4526160367832963,42.3,CN,12970.6056414327,0.955,1,9.0
gemini-2.5-flash,China,zh-cn,Confucian,False,CJK,US,0.4560772446949543,0.6993228044319104,0.2432455597369561,34.78301553951966,34.78301553951966,-0.4274502531190326,42.3,CN,12970.6056414327,0.955,1,9.0
gemini-2.5-pro,China,zh-cn,Confucian,False,CJK,US,0.2947404891663374,1.168386713915098,0.8736462247487604,74.77372126402364,74.77372126402364,-1.377283927833023,42.3,CN,12970.6056414327,0.955,1,9.0
gemini-3-pro-preview,China,zh-cn,Confucian,False,CJK,US,1.4300909902703465,1.024237271398712,-0.4058537188716342,-39.624970717712216,-39.624970717712216,0.3337898616803005,42.3,CN,12970.6056414327,0.955,1,9.0
gemma-3-4b-it,China,zh-cn,Confucian,False,CJK,US,1.5857965623836805,1.0297320926735969,-0.5560644697100838,-54.00088757710929,-54.00088757710929,0.4317881798966517,42.3,CN,12970.6056414327,0.955,1,9.0
gpt-4o,China,zh-cn,Confucian,False,CJK,US,0.3033249488532936,0.3456819485800753,0.0423569997267817,12.25317084122198,12.25317084122198,-0.1307144592376996,42.3,CN,12970.6056414327,0.955,1,9.0
gpt-4o-mini,China,zh-cn,Confucian,False,CJK,US,0.7392176746880984,0.7269065768948265,-0.0123110977932718,-1.6936286153665017,-1.6936286153665017,0.0167944662874486,42.3,CN,12970.6056414327,0.955,1,9.0
gpt-5.1,China,zh-cn,Confucian,False,CJK,US,1.032641181937772,1.2729608846798786,0.2403197027421066,18.878797112649835,18.878797112649835,-0.2092258177621839,42.3,CN,12970.6056414327,0.955,1,9.0
grok-4.1-fast,China,zh-cn,Confucian,False,CJK,US,0.4881550783480057,0.0440510031070198,-0.4441040752409859,-1008.1588248105392,-200.0,2.4052850147382348,42.3,CN,12970.6056414327,0.955,1,9.0
kimi-k2,China,zh-cn,Confucian,False,CJK,China,0.9912192570376932,0.2626117998682292,-0.7286074571694638,-277.4465799080839,-200.0,1.328258862510217,42.3,CN,12970.6056414327,0.955,1,9.0
llama-3.2-3b-instruct,China,zh-cn,Confucian,False,CJK,US,2.120664795516574,2.733316002422828,0.612651206906254,22.414210664379684,22.414210664379684,-0.2537859026870313,42.3,CN,12970.6056414327,0.955,1,9.0
llama-3.3-70b-instruct,China,zh-cn,Confucian,False,CJK,US,0.7212789245594754,0.818638882899898,0.0973599583404225,11.892906674007516,11.892906674007516,-0.1266171418036185,42.3,CN,12970.6056414327,0.955,1,9.0
mistral-medium-3.1,China,zh-cn,Confucian,False,CJK,Europe,1.2694869206501485,0.9850576750363084,-0.2844292456138401,-28.87437485356949,-28.87437485356949,0.2536679055405225,42.3,CN,12970.6056414327,0.955,1,9.0
mistral-nemo,China,zh-cn,Confucian,False,CJK,Europe,1.7337156040760895,2.9185805660286253,1.1848649619525355,40.597301844053824,40.597301844053824,-0.5208305371503307,42.3,CN,12970.6056414327,0.955,1,9.0
phi-3-mini-128k-instruct,China,zh-cn,Confucian,False,CJK,US,2.7023522944354244,0.7773399619866218,-1.9250123324488024,-247.6409842006723,-200.0,1.2460001066687274,42.3,CN,12970.6056414327,0.955,1,9.0
qwen3-max,China,zh-cn,Confucian,False,CJK,China,0.5250188745458421,0.5600889092905726,0.0350700347447305,6.261512085492188,6.261512085492188,-0.0646613242561487,42.3,CN,12970.6056414327,0.955,1,9.0
claude-3-7-sonnet-20250219,"Taiwan, Province of China",zh-tw,Confucian,False,CJK,US,0.2879189544766201,3.4705775170544206,3.1826585625778003,91.70400450467432,91.70400450467432,-2.4893972580545434,52.0,JP,35513.0,0.971,1,79.0
claude-sonnet-4.5,"Taiwan, Province of China",zh-tw,Confucian,False,CJK,US,2.872438697845656,2.6997228102925854,-0.1727158875530707,-6.397541514062049,-6.397541514062049,0.0620122845816578,52.0,JP,35513.0,0.971,1,79.0
deepseek-chat,"Taiwan, Province of China",zh-tw,Confucian,False,CJK,China,1.6472072336783583,1.9219866641207572,0.2747794304423987,14.296635641231198,14.296635641231198,-0.1542781037597067,52.0,JP,35513.0,0.971,1,79.0
deepseek-chat-v3.1,"Taiwan, Province of China",zh-tw,Confucian,False,CJK,China,1.6453608985251178,1.8431790350515975,0.1978181365264797,10.732442848176278,10.732442848176278,-0.1135320658870056,52.0,JP,35513.0,0.971,1,79.0
doubao-1-5-pro-32k-250115,"Taiwan, Province of China",zh-tw,Confucian,False,CJK,China,2.323640554182518,2.031391743481152,-0.2922488107013659,-14.386629838346463,-14.386629838346463,0.1344140140851108,52.0,JP,35513.0,0.971,1,79.0
gemini-2.5-flash,"Taiwan, Province of China",zh-tw,Confucian,False,CJK,US,1.76607353796016,2.555195200453503,0.789121662493343,30.88302851982845,30.88302851982845,-0.36936987784325,52.0,JP,35513.0,0.971,1,79.0
gemini-2.5-pro,"Taiwan, Province of China",zh-tw,Confucian,False,CJK,US,2.552967449463113,3.153961913874401,0.6009944644112877,19.055222631810796,19.055222631810796,-0.2114030247068399,52.0,JP,35513.0,0.971,1,79.0
gemini-3-pro-preview,"Taiwan, Province of China",zh-tw,Confucian,False,CJK,US,3.1575162841388544,4.717499456938727,1.5599831727998723,33.06800958938901,33.06800958938901,-0.4014931506263924,52.0,JP,35513.0,0.971,1,79.0
gemma-3-4b-it,"Taiwan, Province of China",zh-tw,Confucian,False,CJK,US,1.0467658861714273,0.4373022678879475,-0.6094636182834797,-139.36895896447672,-139.36895896447672,0.8728359369264433,52.0,JP,35513.0,0.971,1,79.0
gpt-4o,"Taiwan, Province of China",zh-tw,Confucian,False,CJK,US,1.88291900773878,2.0621920398107902,0.1792730320720101,8.693323832656185,8.693323832656185,-0.0909462776504363,52.0,JP,35513.0,0.971,1,79.0
gpt-4o-mini,"Taiwan, Province of China",zh-tw,Confucian,False,CJK,US,4.352265149668178,4.958434302127098,0.6061691524589197,12.225011274201652,12.225011274201652,-0.1303935923779403,52.0,JP,35513.0,0.971,1,79.0
gpt-5.1,"Taiwan, Province of China",zh-tw,Confucian,False,CJK,US,3.154937985731078,2.911930428230363,-0.2430075575007149,-8.345239128820648,-8.345239128820648,0.0801526012856644,52.0,JP,35513.0,0.971,1,79.0
grok-4.1-fast,"Taiwan, Province of China",zh-tw,Confucian,False,CJK,US,1.602391093393267,3.8909933386416777,2.28860224524841,58.81794303064388,58.81794303064388,-0.8871675349473527,52.0,JP,35513.0,0.971,1,79.0
kimi-k2,"Taiwan, Province of China",zh-tw,Confucian,False,CJK,China,1.5453465607643169,3.354863959199151,1.8095173984348345,53.937131890939305,53.937131890939305,-0.7751630245576171,52.0,JP,35513.0,0.971,1,79.0
llama-3.2-3b-instruct,"Taiwan, Province of China",zh-tw,Confucian,False,CJK,US,1.074604285739357,1.95819581392617,0.883591528186813,45.12273603604625,45.12273603604625,-0.6000710586974821,52.0,JP,35513.0,0.971,1,79.0
